tiempo,frac_sint_act,frac_cuar_act
881460,0.87,0.01
881496,0.87,0.01
881532,0.87,0.01
881568,0.87,0.01
881604,0.87,0.01
881640,0.87,0.01
881676,0.87,0.01
881712,0.87,0.01
881748,0.87,0.01
881784,0.87,0.01
881820,0.87,0.01
881856,0.87,0.01
881892,0.87,0.01
881928,0.87,0.01
881964,0.87,0.01
882000,0.87,0.01
882036,0.87,0.01
882072,0.87,0.01
882108,0.87,0.01
882144,0.87,0.01
882180,0.87,0.01
882216,0.87,0.01
882252,0.87,0.01
882288,0.87,0.01
882324,0.87,0.01
882360,0.87,0.01
882396,0.87,0.01
882432,0.87,0.01
882468,0.87,0.01
882504,0.87,0.01
882540,0.87,0.01
882576,0.87,0.01
882612,0.87,0.01
882648,0.87,0.01
882684,0.87,0.01
882720,0.87,0.01
882756,0.87,0.01
882792,0.87,0.01
882828,0.87,0.01
882864,0.87,0.01
882900,0.87,0.01
882936,0.87,0.01
882972,0.87,0.01
883008,0.87,0.01
883044,0.87,0.01
883080,0.87,0.01
883116,0.87,0.01
883152,0.87,0.01
883188,0.87,0.01
883224,0.87,0.01
883260,0.87,0.01
883296,0.87,0.01
883332,0.87,0.01
883368,0.87,0.01
883404,0.87,0.01
883440,0.87,0.01
883476,0.87,0.01
883512,0.87,0.01
883548,0.87,0.01
883584,0.87,0.01
883620,0.87,0.01
883656,0.87,0.01
883692,0.87,0.01
883728,0.87,0.01
883764,0.87,0.01
883800,0.87,0.01
883836,0.87,0.01
883872,0.87,0.01
883908,0.87,0.01
883944,0.87,0.01
883980,0.87,0.01
884016,0.87,0.01
884052,0.87,0.01
884088,0.87,0.01
884124,0.87,0.01
884160,0.87,0.01
884196,0.87,0.01
884232,0.87,0.01
884268,0.87,0.01
884304,0.87,0.01
884340,0.87,0.01
884376,0.87,0.01
884412,0.87,0.01
884448,0.87,0.01
884484,0.87,0.01
884520,0.87,0.01
884556,0.87,0.01
884592,0.87,0.01
884628,0.87,0.01
884664,0.87,0.01
884700,0.87,0.01
884736,0.87,0.01
884772,0.87,0.01
884808,0.87,0.01
884844,0.87,0.01
884880,0.87,0.01
884916,0.87,0.01
884952,0.87,0.01
884988,0.87,0.01
885024,0.87,0.01
885060,0.87,0.01
885096,0.87,0.01
885132,0.87,0.01
885168,0.87,0.01
885204,0.87,0.01
885240,0.87,0.01
885276,0.87,0.01
885312,0.87,0.01
885348,0.87,0.01
885384,0.87,0.01
885420,0.87,0.01
885456,0.87,0.01
885492,0.87,0.01
885528,0.87,0.01
885564,0.87,0.01
885600,0.87,0.01
885636,0.87,0.01
885672,0.87,0.01
885708,0.87,0.01
885744,0.87,0.01
885780,0.87,0.01
885816,0.87,0.01
885852,0.87,0.01
885888,0.87,0.01
885924,0.87,0.01
885960,0.87,0.01
885996,0.87,0.01
886032,0.87,0.01
886068,0.87,0.01
886104,0.87,0.01
886140,0.87,0.01
886176,0.87,0.01
886212,0.87,0.01
886248,0.87,0.01
886284,0.87,0.01
886320,0.87,0.01
886356,0.87,0.01
886392,0.87,0.01
886428,0.87,0.01
886464,0.87,0.01
886500,0.87,0.01
886536,0.87,0.01
886572,0.87,0.01
886608,0.87,0.01
886644,0.87,0.01
886680,0.87,0.01
886716,0.87,0.01
886752,0.87,0.01
886788,0.87,0.01
886824,0.87,0.01
886860,0.87,0.01
886896,0.87,0.01
886932,0.87,0.01
886968,0.87,0.01
887004,0.87,0.01
887040,0.87,0.01
887076,0.87,0.01
887112,0.87,0.01
887148,0.87,0.01
887184,0.87,0.01
887220,0.87,0.01
887256,0.87,0.01
887292,0.87,0.01
887328,0.87,0.01
887364,0.87,0.01
887400,0.87,0.01
887436,0.87,0.01
887472,0.87,0.01
887508,0.87,0.01
887544,0.87,0.01
887580,0.87,0.01
887616,0.87,0.01
887652,0.87,0.01
887688,0.87,0.01
887724,0.87,0.01
887760,0.87,0.01
887796,0.87,0.01
887832,0.87,0.01
887868,0.87,0.01
887904,0.87,0.01
887940,0.87,0.01
887976,0.87,0.01
888012,0.87,0.01
888048,0.87,0.01
888084,0.87,0.01
888120,0.87,0.01
888156,0.87,0.01
888192,0.87,0.01
888228,0.87,0.01
888264,0.87,0.01
888300,0.87,0.01
888336,0.87,0.01
888372,0.87,0.01
888408,0.87,0.01
888444,0.87,0.01
888480,0.87,0.01
888516,0.87,0.01
888552,0.87,0.01
888588,0.87,0.01
888624,0.87,0.01
888660,0.87,0.01
888696,0.87,0.01
888732,0.87,0.01
888768,0.87,0.01
888804,0.87,0.01
888840,0.87,0.01
888876,0.87,0.01
888912,0.87,0.01
888948,0.87,0.01
888984,0.87,0.01
889020,0.87,0.01
889056,0.87,0.01
889092,0.87,0.01
889128,0.87,0.01
889164,0.88,0.01
889200,0.88,0.01
889236,0.88,0.01
889272,0.88,0.01
889308,0.88,0.01
889344,0.88,0.01
889380,0.88,0.01
889416,0.88,0.01
889452,0.88,0.01
889488,0.88,0.01
889524,0.88,0.01
889560,0.88,0.01
889596,0.88,0.01
889632,0.88,0.01
889668,0.88,0.01
889704,0.88,0.01
889740,0.88,0.01
889776,0.88,0.01
889812,0.88,0.01
889848,0.88,0.01
889884,0.88,0.01
889920,0.88,0.01
889956,0.88,0.01
889992,0.88,0.01
890028,0.88,0.01
890064,0.88,0.01
890100,0.88,0.01
890136,0.88,0.01
890172,0.88,0.01
890208,0.88,0.01
890244,0.88,0.01
890280,0.88,0.01
890316,0.88,0.01
890352,0.88,0.01
890388,0.88,0.01
890424,0.88,0.01
890460,0.88,0.01
890496,0.88,0.01
890532,0.88,0.01
890568,0.88,0.01
890604,0.88,0.01
890640,0.88,0.01
890676,0.88,0.01
890712,0.88,0.01
890748,0.88,0.01
890784,0.88,0.01
890820,0.88,0.01
890856,0.88,0.01
890892,0.88,0.01
890928,0.88,0.01
890964,0.88,0.01
891000,0.88,0.01
891036,0.88,0.01
891072,0.88,0.01
891108,0.88,0.01
891144,0.88,0.01
891180,0.88,0.01
891216,0.88,0.01
891252,0.88,0.01
891288,0.88,0.01
891324,0.88,0.01
891360,0.88,0.01
891396,0.88,0.01
891432,0.88,0.01
891468,0.88,0.01
891504,0.88,0.01
891540,0.88,0.01
891576,0.88,0.01
891612,0.88,0.01
891648,0.88,0.01
891684,0.88,0.01
891720,0.88,0.01
891756,0.88,0.01
891792,0.88,0.01
891828,0.88,0.01
891864,0.88,0.01
891900,0.88,0.01
891936,0.88,0.01
891972,0.88,0.01
892008,0.88,0.01
892044,0.88,0.01
892080,0.88,0.01
892116,0.88,0.01
892152,0.88,0.01
892188,0.88,0.01
892224,0.88,0.01
892260,0.88,0.01
892296,0.88,0.01
892332,0.88,0.01
892368,0.88,0.01
892404,0.88,0.01
892440,0.88,0.01
892476,0.88,0.01
892512,0.88,0.01
892548,0.88,0.01
892584,0.88,0.01
892620,0.88,0.01
892656,0.88,0.01
892692,0.88,0.01
892728,0.88,0.01
892764,0.88,0.01
892800,0.88,0.01
892836,0.88,0.01
892872,0.88,0.01
892908,0.88,0.01
892944,0.88,0.01
892980,0.88,0.01
893016,0.88,0.01
893052,0.88,0.01
893088,0.88,0.01
893124,0.88,0.01
893160,0.88,0.01
893196,0.88,0.01
893232,0.88,0.01
893268,0.88,0.01
893304,0.88,0.01
893340,0.88,0.01
893376,0.88,0.01
893412,0.88,0.01
893448,0.88,0.01
893484,0.88,0.01
893520,0.88,0.01
893556,0.88,0.01
893592,0.88,0.01
893628,0.88,0.01
893664,0.88,0.01
893700,0.88,0.01
893736,0.88,0.01
893772,0.88,0.01
893808,0.88,0.01
893844,0.88,0.01
893880,0.88,0.01
893916,0.88,0.01
893952,0.88,0.01
893988,0.88,0.01
894024,0.88,0.01
894060,0.88,0.01
894096,0.88,0.01
894132,0.88,0.01
894168,0.88,0.01
894204,0.88,0.01
894240,0.88,0.01
894276,0.88,0.01
894312,0.88,0.01
894348,0.88,0.01
894384,0.88,0.01
894420,0.88,0.01
894456,0.88,0.01
894492,0.88,0.01
894528,0.88,0.01
894564,0.88,0.01
894600,0.88,0.01
894636,0.88,0.01
894672,0.88,0.01
894708,0.88,0.01
894744,0.88,0.01
894780,0.88,0.01
894816,0.88,0.01
894852,0.88,0.01
894888,0.88,0.01
894924,0.88,0.01
894960,0.88,0.01
894996,0.88,0.01
895032,0.88,0.01
895068,0.88,0.01
895104,0.88,0.01
895140,0.88,0.01
895176,0.88,0.01
895212,0.88,0.01
895248,0.88,0.01
895284,0.88,0.01
895320,0.88,0.01
895356,0.88,0.01
895392,0.88,0.01
895428,0.88,0.01
895464,0.88,0.01
895500,0.88,0.01
895536,0.88,0.01
895572,0.88,0.01
895608,0.88,0.01
895644,0.88,0.01
895680,0.88,0.01
895716,0.88,0.01
895752,0.88,0.01
895788,0.88,0.01
895824,0.88,0.01
895860,0.88,0.01
895896,0.88,0.01
895932,0.88,0.01
895968,0.88,0.01
896004,0.88,0.01
896040,0.88,0.01
896076,0.88,0.01
896112,0.88,0.01
896148,0.88,0.01
896184,0.88,0.01
896220,0.88,0.01
896256,0.88,0.01
896292,0.88,0.01
896328,0.88,0.01
896364,0.88,0.01
896400,0.88,0.01
896436,0.88,0.01
896472,0.88,0.01
896508,0.88,0.01
896544,0.88,0.01
896580,0.88,0.01
896616,0.88,0.01
896652,0.88,0.01
896688,0.88,0.01
896724,0.88,0.01
896760,0.88,0.01
896796,0.88,0.01
896832,0.88,0.01
896868,0.88,0.01
896904,0.88,0.01
896940,0.88,0.01
896976,0.88,0.01
897012,0.88,0.01
897048,0.88,0.01
897084,0.88,0.01
897120,0.88,0.01
897156,0.88,0.01
897192,0.88,0.01
897228,0.88,0.01
897264,0.88,0.01
897300,0.88,0.01
897336,0.88,0.01
897372,0.88,0.01
897408,0.88,0.01
897444,0.88,0.01
897480,0.88,0.01
897516,0.88,0.01
897552,0.88,0.01
897588,0.88,0.01
897624,0.88,0.01
897660,0.88,0.01
897696,0.88,0.01
897732,0.88,0.01
897768,0.88,0.01
897804,0.88,0.01
897840,0.88,0.01
897876,0.88,0.01
897912,0.88,0.01
897948,0.88,0.01
897984,0.88,0.01
898020,0.88,0.01
898056,0.88,0.01
898092,0.88,0.01
898128,0.88,0.01
898164,0.88,0.01
898200,0.88,0.01
898236,0.88,0.01
898272,0.88,0.01
898308,0.88,0.01
898344,0.88,0.01
898380,0.88,0.01
898416,0.88,0.01
898452,0.88,0.01
898488,0.88,0.01
898524,0.88,0.01
898560,0.88,0.01
898596,0.88,0.01
898632,0.88,0.01
898668,0.88,0.01
898704,0.88,0.01
898740,0.88,0.01
898776,0.88,0.01
898812,0.88,0.01
898848,0.88,0.01
898884,0.88,0.01
898920,0.88,0.01
898956,0.88,0.01
898992,0.88,0.01
899028,0.88,0.01
899064,0.88,0.01
899100,0.88,0.01
899136,0.88,0.01
899172,0.88,0.01
899208,0.88,0.01
899244,0.88,0.01
899280,0.88,0.01
899316,0.88,0.01
899352,0.88,0.01
899388,0.88,0.01
899424,0.88,0.01
899460,0.88,0.01
899496,0.88,0.01
899532,0.88,0.01
899568,0.88,0.01
899604,0.88,0.01
899640,0.88,0.01
899676,0.88,0.01
899712,0.88,0.01
899748,0.88,0.01
899784,0.88,0.01
899820,0.88,0.01
899856,0.88,0.01
899892,0.88,0.01
899928,0.88,0.01
899964,0.88,0.01
900000,0.88,0.01
900036,0.88,0.01
900072,0.88,0.01
900108,0.88,0.01
900144,0.88,0.01
900180,0.88,0.01
900216,0.88,0.01
900252,0.88,0.01
900288,0.88,0.01
900324,0.88,0.01
900360,0.88,0.01
900396,0.88,0.01
900432,0.88,0.01
900468,0.88,0.01
900504,0.88,0.01
900540,0.88,0.01
900576,0.88,0.01
900612,0.88,0.01
900648,0.88,0.01
900684,0.88,0.01
900720,0.88,0.01
900756,0.88,0.01
900792,0.88,0.01
900828,0.88,0.01
900864,0.88,0.01
900900,0.88,0.01
900936,0.88,0.01
900972,0.88,0.01
901008,0.88,0.01
901044,0.88,0.01
901080,0.88,0.01
901116,0.88,0.01
901152,0.88,0.01
901188,0.88,0.01
901224,0.88,0.01
901260,0.88,0.01
901296,0.88,0.01
901332,0.88,0.01
901368,0.88,0.01
901404,0.88,0.01
901440,0.88,0.01
901476,0.88,0.01
901512,0.88,0.01
901548,0.88,0.01
901584,0.88,0.01
901620,0.88,0.01
901656,0.88,0.01
901692,0.88,0.01
901728,0.88,0.01
901764,0.88,0.01
901800,0.88,0.01
901836,0.88,0.01
901872,0.88,0.01
901908,0.88,0.01
901944,0.88,0.01
901980,0.88,0.01
902016,0.88,0.01
902052,0.88,0.01
902088,0.88,0.01
902124,0.88,0.01
902160,0.88,0.01
902196,0.88,0.01
902232,0.88,0.01
902268,0.88,0.01
902304,0.88,0.01
902340,0.88,0.01
902376,0.88,0.01
902412,0.88,0.01
902448,0.88,0.01
902484,0.88,0.01
902520,0.88,0.01
902556,0.88,0.01
902592,0.88,0.01
902628,0.88,0.01
902664,0.88,0.01
902700,0.88,0.01
902736,0.88,0.01
902772,0.88,0.01
902808,0.88,0.01
902844,0.88,0.01
902880,0.88,0.01
902916,0.88,0.01
902952,0.88,0.01
902988,0.88,0.01
903024,0.88,0.01
903060,0.88,0.01
903096,0.88,0.01
903132,0.88,0.01
903168,0.88,0.01
903204,0.88,0.01
903240,0.88,0.01
903276,0.88,0.01
903312,0.88,0.01
903348,0.88,0.01
903384,0.88,0.01
903420,0.88,0.01
903456,0.88,0.01
903492,0.88,0.01
903528,0.88,0.01
903564,0.88,0.01
903600,0.88,0.01
903636,0.88,0.01
903672,0.88,0.01
903708,0.88,0.01
903744,0.88,0.01
903780,0.88,0.01
903816,0.88,0.01
903852,0.88,0.01
903888,0.88,0.01
903924,0.88,0.01
903960,0.88,0.01
903996,0.88,0.01
904032,0.88,0.01
904068,0.88,0.01
904104,0.88,0.01
904140,0.88,0.01
904176,0.88,0.01
904212,0.88,0.01
904248,0.88,0.01
904284,0.88,0.01
904320,0.88,0.01
904356,0.88,0.01
904392,0.88,0.01
904428,0.88,0.01
904464,0.88,0.01
904500,0.88,0.01
904536,0.88,0.01
904572,0.88,0.01
904608,0.88,0.01
904644,0.88,0.01
904680,0.88,0.01
904716,0.88,0.01
904752,0.88,0.01
904788,0.88,0.01
904824,0.88,0.01
904860,0.88,0.01
904896,0.88,0.01
904932,0.88,0.01
904968,0.88,0.01
905004,0.88,0.01
905040,0.88,0.01
905076,0.88,0.01
905112,0.88,0.01
905148,0.88,0.01
905184,0.88,0.01
905220,0.88,0.01
905256,0.88,0.01
905292,0.88,0.01
905328,0.88,0.01
905364,0.88,0.01
905400,0.88,0.01
905436,0.88,0.01
905472,0.88,0.01
905508,0.88,0.01
905544,0.88,0.01
905580,0.88,0.01
905616,0.88,0.01
905652,0.88,0.01
905688,0.88,0.01
905724,0.88,0.01
905760,0.88,0.01
905796,0.88,0.01
905832,0.88,0.01
905868,0.88,0.01
905904,0.88,0.01
905940,0.88,0.01
905976,0.88,0.01
906012,0.88,0.01
906048,0.88,0.01
906084,0.88,0.01
906120,0.88,0.01
906156,0.88,0.01
906192,0.88,0.01
906228,0.88,0.01
906264,0.88,0.01
906300,0.88,0.01
906336,0.88,0.01
906372,0.88,0.01
906408,0.88,0.01
906444,0.88,0.01
906480,0.88,0.01
906516,0.88,0.01
906552,0.88,0.01
906588,0.88,0.01
906624,0.88,0.01
906660,0.88,0.01
906696,0.88,0.01
906732,0.88,0.01
906768,0.88,0.01
906804,0.88,0.01
906840,0.88,0.01
906876,0.88,0.01
906912,0.88,0.01
906948,0.89,0.01
906984,0.89,0.01
907020,0.89,0.01
907056,0.89,0.01
907092,0.89,0.01
907128,0.89,0.01
907164,0.89,0.01
907200,0.89,0.01
907236,0.89,0.01
907272,0.89,0.01
907308,0.89,0.01
907344,0.89,0.01
907380,0.89,0.01
907416,0.89,0.01
907452,0.89,0.01
907488,0.89,0.01
907524,0.89,0.01
907560,0.89,0.01
907596,0.89,0.01
907632,0.89,0.01
907668,0.89,0.01
907704,0.89,0.01
907740,0.89,0.01
907776,0.89,0.01
907812,0.89,0.01
907848,0.89,0.01
907884,0.89,0.01
907920,0.89,0.01
907956,0.89,0.01
907992,0.89,0.01
908028,0.89,0.01
908064,0.89,0.01
908100,0.89,0.01
908136,0.89,0.01
908172,0.89,0.01
908208,0.89,0.01
908244,0.89,0.01
908280,0.89,0.01
908316,0.89,0.01
908352,0.89,0.01
908388,0.89,0.01
908424,0.89,0.01
908460,0.89,0.01
908496,0.89,0.01
908532,0.89,0.01
908568,0.89,0.01
908604,0.89,0.01
908640,0.89,0.01
908676,0.89,0.01
908712,0.89,0.01
908748,0.89,0.01
908784,0.89,0.01
908820,0.89,0.01
908856,0.89,0.01
908892,0.89,0.01
908928,0.89,0.01
908964,0.89,0.01
909000,0.89,0.01
909036,0.89,0.01
909072,0.89,0.01
909108,0.89,0.01
909144,0.89,0.01
909180,0.89,0.01
909216,0.89,0.01
909252,0.89,0.01
909288,0.89,0.01
909324,0.89,0.01
909360,0.89,0.01
909396,0.89,0.01
909432,0.89,0.01
909468,0.89,0.01
909504,0.89,0.01
909540,0.89,0.01
909576,0.89,0.01
909612,0.89,0.01
909648,0.89,0.01
909684,0.89,0.01
909720,0.89,0.01
909756,0.89,0.01
909792,0.89,0.01
909828,0.89,0.01
909864,0.89,0.01
909900,0.89,0.01
909936,0.89,0.01
909972,0.89,0.01
910008,0.9,0.01
910044,0.9,0.01
910080,0.9,0.01
910116,0.9,0.01
910152,0.9,0.01
910188,0.9,0.01
910224,0.9,0.01
910260,0.9,0.01
910296,0.9,0.01
910332,0.9,0.01
910368,0.9,0.01
910404,0.9,0.01
910440,0.9,0.01
910476,0.9,0.01
910512,0.9,0.01
910548,0.9,0.01
910584,0.9,0.01
910620,0.9,0.01
910656,0.9,0.01
910692,0.9,0.01
910728,0.9,0.01
910764,0.9,0.01
910800,0.9,0.01
910836,0.9,0.01
910872,0.9,0.01
910908,0.9,0.01
910944,0.9,0.01
910980,0.9,0.01
911016,0.9,0.01
911052,0.9,0.01
911088,0.9,0.01
911124,0.9,0.01
911160,0.9,0.01
911196,0.9,0.01
911232,0.9,0.01
911268,0.9,0.01
911304,0.9,0.01
911340,0.9,0.01
911376,0.9,0.01
911412,0.9,0.01
911448,0.9,0.01
911484,0.9,0.01
911520,0.9,0.01
911556,0.9,0.01
911592,0.9,0.01
911628,0.9,0.01
911664,0.9,0.01
911700,0.9,0.01
911736,0.9,0.01
911772,0.9,0.01
911808,0.9,0.01
911844,0.9,0.01
911880,0.9,0.01
911916,0.9,0.01
911952,0.9,0.01
911988,0.9,0.01
912024,0.9,0.01
912060,0.9,0.01
912096,0.9,0.01
912132,0.9,0.01
912168,0.9,0.01
912204,0.9,0.01
912240,0.9,0.01
912276,0.9,0.01
912312,0.9,0.01
912348,0.9,0.01
912384,0.9,0.01
912420,0.9,0.01
912456,0.9,0.01
912492,0.9,0.01
912528,0.9,0.01
912564,0.9,0.01
912600,0.9,0.01
912636,0.91,0.01
912672,0.91,0.01
912708,0.91,0.01
912744,0.91,0.01
912780,0.91,0.01
912816,0.91,0.01
912852,0.91,0.01
912888,0.91,0.01
912924,0.91,0.01
912960,0.91,0.01
912996,0.91,0.01
913032,0.91,0.01
913068,0.91,0.01
913104,0.91,0.01
913140,0.91,0.01
913176,0.91,0.01
913212,0.91,0.01
913248,0.91,0.01
913284,0.91,0.01
913320,0.91,0.01
913356,0.91,0.01
913392,0.91,0.01
913428,0.91,0.01
913464,0.91,0.01
913500,0.91,0.01
913536,0.91,0.01
913572,0.91,0.01
913608,0.91,0.01
913644,0.91,0.01
913680,0.91,0.01
913716,0.91,0.01
913752,0.91,0.01
913788,0.91,0.01
913824,0.91,0.01
913860,0.91,0.01
913896,0.91,0.01
913932,0.91,0.01
913968,0.91,0.01
914004,0.91,0.01
914040,0.91,0.01
914076,0.91,0.01
914112,0.91,0.01
914148,0.91,0.01
914184,0.91,0.01
914220,0.91,0.01
914256,0.91,0.01
914292,0.91,0.01
914328,0.91,0.01
914364,0.91,0.01
914400,0.91,0.01
914436,0.91,0.01
914472,0.91,0.01
914508,0.91,0.01
914544,0.91,0.01
914580,0.91,0.01
914616,0.91,0.01
914652,0.91,0.01
914688,0.91,0.01
914724,0.91,0.01
914760,0.91,0.01
914796,0.91,0.01
914832,0.91,0.01
914868,0.91,0.01
914904,0.91,0.01
914940,0.91,0.01
914976,0.91,0.01
915012,0.91,0.01
915048,0.91,0.01
915084,0.91,0.01
915120,0.91,0.01
915156,0.91,0.01
915192,0.91,0.01
915228,0.91,0.01
915264,0.91,0.01
915300,0.91,0.01
915336,0.91,0.01
915372,0.91,0.01
915408,0.91,0.01
915444,0.91,0.01
915480,0.91,0.01
915516,0.91,0.01
915552,0.91,0.01
915588,0.91,0.01
915624,0.91,0.01
915660,0.91,0.01
915696,0.91,0.01
915732,0.91,0.01
915768,0.91,0.01
915804,0.91,0.01
915840,0.91,0.01
915876,0.91,0.01
915912,0.91,0.01
915948,0.91,0.01
915984,0.91,0.01
916020,0.91,0.01
916056,0.91,0.01
916092,0.91,0.01
916128,0.91,0.01
916164,0.91,0.01
916200,0.91,0.01
916236,0.91,0.01
916272,0.91,0.01
916308,0.91,0.01
916344,0.91,0.01
916380,0.91,0.01
916416,0.91,0.01
916452,0.91,0.01
916488,0.91,0.01
916524,0.91,0.01
916560,0.91,0.01
916596,0.91,0.01
916632,0.91,0.01
916668,0.91,0.01
916704,0.91,0.01
916740,0.91,0.01
916776,0.91,0.01
916812,0.91,0.01
916848,0.91,0.01
916884,0.91,0.01
916920,0.91,0.01
916956,0.91,0.01
916992,0.91,0.01
917028,0.91,0.01
917064,0.91,0.01
917100,0.91,0.01
917136,0.91,0.01
917172,0.91,0.01
917208,0.91,0.01
917244,0.91,0.01
917280,0.91,0.01
917316,0.91,0.01
917352,0.91,0.01
917388,0.91,0.01
917424,0.91,0.01
917460,0.91,0.01
917496,0.91,0.01
917532,0.91,0.01
917568,0.91,0.01
917604,0.91,0.01
917640,0.91,0.01
917676,0.91,0.01
917712,0.91,0.01
917748,0.91,0.01
917784,0.91,0.01
917820,0.91,0.01
917856,0.91,0.01
917892,0.91,0.01
917928,0.91,0.01
917964,0.91,0.01
918000,0.91,0.01
918036,0.91,0.01
918072,0.91,0.01
918108,0.91,0.01
918144,0.91,0.01
918180,0.91,0.01
918216,0.91,0.01
918252,0.91,0.01
918288,0.91,0.01
918324,0.91,0.01
918360,0.91,0.01
918396,0.91,0.01
918432,0.91,0.01
918468,0.91,0.01
918504,0.91,0.01
918540,0.91,0.01
918576,0.91,0.01
918612,0.91,0.01
918648,0.91,0.01
918684,0.91,0.01
918720,0.91,0.01
918756,0.91,0.01
918792,0.91,0.01
918828,0.91,0.01
918864,0.91,0.01
918900,0.91,0.01
918936,0.91,0.01
918972,0.91,0.01
919008,0.91,0.01
919044,0.91,0.01
919080,0.91,0.01
919116,0.91,0.01
919152,0.91,0.01
919188,0.91,0.01
919224,0.91,0.01
919260,0.91,0.01
919296,0.91,0.01
919332,0.91,0.01
919368,0.91,0.01
919404,0.91,0.01
919440,0.91,0.01
919476,0.91,0.01
919512,0.91,0.01
919548,0.91,0.01
919584,0.91,0.01
919620,0.91,0.01
919656,0.91,0.01
919692,0.91,0.01
919728,0.91,0.01
919764,0.91,0.01
919800,0.91,0.01
919836,0.91,0.01
919872,0.91,0.01
919908,0.91,0.01
919944,0.91,0.01
919980,0.91,0.01
920016,0.91,0.01
920052,0.91,0.01
920088,0.91,0.01
920124,0.91,0.01
920160,0.91,0.01
920196,0.91,0.01
920232,0.91,0.01
920268,0.91,0.01
920304,0.91,0.01
920340,0.91,0.01
920376,0.91,0.01
920412,0.91,0.01
920448,0.91,0.01
920484,0.91,0.01
920520,0.91,0.01
920556,0.91,0.01
920592,0.91,0.01
920628,0.91,0.01
920664,0.91,0.01
920700,0.91,0.01
920736,0.91,0.01
920772,0.91,0.01
920808,0.91,0.01
920844,0.91,0.01
920880,0.91,0.01
920916,0.91,0.01
920952,0.91,0.01
920988,0.91,0.01
921024,0.91,0.01
921060,0.91,0.01
921096,0.91,0.01
921132,0.91,0.01
921168,0.91,0.01
921204,0.91,0.01
921240,0.91,0.01
921276,0.91,0.01
921312,0.91,0.01
921348,0.91,0.01
921384,0.91,0.01
921420,0.91,0.01
921456,0.91,0.01
921492,0.91,0.01
921528,0.91,0.01
921564,0.91,0.01
921600,0.91,0.01
921636,0.91,0.01
921672,0.91,0.01
921708,0.91,0.01
921744,0.91,0.01
921780,0.91,0.01
921816,0.91,0.01
921852,0.91,0.01
921888,0.91,0.01
921924,0.91,0.01
921960,0.91,0.01
921996,0.91,0.01
922032,0.91,0.01
922068,0.91,0.01
922104,0.91,0.01
922140,0.91,0.01
922176,0.91,0.01
922212,0.91,0.01
922248,0.91,0.01
922284,0.91,0.01
922320,0.91,0.01
922356,0.91,0.01
922392,0.91,0.01
922428,0.91,0.01
922464,0.91,0.01
922500,0.91,0.01
922536,0.91,0.01
922572,0.91,0.01
922608,0.91,0.01
922644,0.91,0.01
922680,0.91,0.01
922716,0.91,0.01
922752,0.91,0.01
922788,0.91,0.01
922824,0.91,0.01
922860,0.91,0.01
922896,0.91,0.01
922932,0.91,0.01
922968,0.91,0.01
923004,0.91,0.01
923040,0.91,0.01
923076,0.91,0.01
923112,0.91,0.01
923148,0.91,0.01
923184,0.92,0.01
923220,0.92,0.01
923256,0.92,0.01
923292,0.92,0.01
923328,0.92,0.01
923364,0.92,0.01
923400,0.92,0.01
923436,0.92,0.01
923472,0.92,0.01
923508,0.92,0.01
923544,0.92,0.01
923580,0.92,0.01
923616,0.92,0.01
923652,0.92,0.01
923688,0.92,0.01
923724,0.92,0.01
923760,0.92,0.01
923796,0.92,0.01
923832,0.92,0.01
923868,0.92,0.01
923904,0.92,0.01
923940,0.92,0.01
923976,0.92,0.01
924012,0.92,0.01
924048,0.92,0.01
924084,0.92,0.01
924120,0.92,0.01
924156,0.92,0.01
924192,0.92,0.01
924228,0.92,0.01
924264,0.92,0.01
924300,0.92,0.01
924336,0.92,0.01
924372,0.92,0.01
924408,0.92,0.01
924444,0.92,0.01
924480,0.92,0.01
924516,0.92,0.01
924552,0.92,0.01
924588,0.92,0.01
924624,0.92,0.01
924660,0.92,0.01
924696,0.92,0.01
924732,0.92,0.01
924768,0.92,0.01
924804,0.92,0.01
924840,0.92,0.01
924876,0.92,0.01
924912,0.92,0.01
924948,0.92,0.01
924984,0.92,0.01
925020,0.92,0.01
925056,0.92,0.01
925092,0.92,0.01
925128,0.92,0.01
925164,0.92,0.01
925200,0.92,0.01
925236,0.92,0.01
925272,0.92,0.01
925308,0.92,0.01
925344,0.92,0.01
925380,0.92,0.01
925416,0.92,0.01
925452,0.92,0.01
925488,0.92,0.01
925524,0.92,0.01
925560,0.92,0.01
925596,0.92,0.01
925632,0.92,0.01
925668,0.92,0.01
925704,0.92,0.01
925740,0.92,0.01
925776,0.92,0.01
925812,0.92,0.01
925848,0.92,0.01
925884,0.92,0.01
925920,0.92,0.01
925956,0.92,0.01
925992,0.92,0.01
926028,0.92,0.01
926064,0.92,0.01
926100,0.92,0.01
926136,0.92,0.01
926172,0.92,0.01
926208,0.92,0.01
926244,0.92,0.01
926280,0.92,0.01
926316,0.92,0.01
926352,0.92,0.01
926388,0.92,0.01
926424,0.92,0.01
926460,0.92,0.01
926496,0.92,0.01
926532,0.92,0.01
926568,0.92,0.01
926604,0.92,0.01
926640,0.92,0.01
926676,0.92,0.01
926712,0.92,0.01
926748,0.92,0.01
926784,0.92,0.01
926820,0.92,0.01
926856,0.92,0.01
926892,0.92,0.01
926928,0.92,0.01
926964,0.92,0.01
927000,0.92,0.01
927036,0.92,0.01
927072,0.92,0.01
927108,0.92,0.01
927144,0.92,0.01
